"date","club_1","goals_1","par_1","club_2","goals_2","par_2","tournament"
"26.08.2019","Deportes Tolima",2,,"Jaguares de Cordoba",0,,"Liga Aguila"
"25.08.2019","America De Cali",1,,"Envigado",0,,"Liga Aguila"
"25.08.2019","Aguilas",1,,"Santa Fe",0,,"Liga Aguila"
"25.08.2019","Atl. Nacional",5,,"Ind. Medellin",2,,"Liga Aguila"
"25.08.2019","Petrolera",1,,"Huila",0,,"Liga Aguila"
"25.08.2019","Patriotas",0,,"Bucaramanga",1,,"Liga Aguila"
"24.08.2019","Millonarios",2,,"Dep. Cali",1,,"Liga Aguila"
"24.08.2019","Cucuta",2,,"La Equidad",1,,"Liga Aguila"
"24.08.2019","Junior",0,,"Once Caldas",1,,"Liga Aguila"
"24.08.2019","Dep. Pasto",2,,"U. Magdalena",0,,"Liga Aguila"
"22.08.2019","Santa Fe",1,,"America De Cali",2,,"Liga Aguila"
"22.08.2019","Ind. Medellin",1,,"Aguilas",2,,"Liga Aguila"
"22.08.2019","Jaguares de Cordoba",0,,"Petrolera",0,,"Liga Aguila"
"21.08.2019","Dep. Cali",0,,"Atl. Nacional",0,,"Liga Aguila"
"21.08.2019","Envigado",0,,"Junior",0,,"Liga Aguila"
"21.08.2019","Once Caldas",2,,"Patriotas",2,,"Liga Aguila"
"21.08.2019","Bucaramanga",1,,"Deportes Tolima",1,,"Liga Aguila"
"20.08.2019","Dep. Pasto",4,,"Huila",0,,"Liga Aguila"
"18.08.2019","Dep. Cali",1,,"Ind. Medellin",0,,"Liga Aguila"
"18.08.2019","Atl. Nacional",3,,"U. Magdalena",1,,"Liga Aguila"
"18.08.2019","Junior",1,,"Santa Fe",0,,"Liga Aguila"
"18.08.2019","Petrolera",1,,"Bucaramanga",0,,"Liga Aguila"
"17.08.2019","Deportes Tolima",0,,"Once Caldas",0,,"Liga Aguila"
"17.08.2019","Cucuta",1,,"Jaguares de Cordoba",1,,"Liga Aguila"
"17.08.2019","America De Cali",1,,"Aguilas",1,,"Liga Aguila"
"17.08.2019","Millonarios",3,,"La Equidad",2,,"Liga Aguila"
"16.08.2019","Patriotas",3,,"Envigado",0,,"Liga Aguila"
"11.08.2019","Bucaramanga",2,,"Cucuta",0,,"Liga Aguila"
"11.08.2019","Aguilas",1,,"Junior",0,,"Liga Aguila"
"11.08.2019","Huila",1,,"Millonarios",1,,"Liga Aguila"
"11.08.2019","Jaguares de Cordoba",1,,"Dep. Pasto",1,,"Liga Aguila"
"11.08.2019","Santa Fe",0,,"Patriotas",0,,"Liga Aguila"
"10.08.2019","Ind. Medellin",4,,"America De Cali",1,,"Liga Aguila"
"10.08.2019","Envigado",2,,"Deportes Tolima",1,,"Liga Aguila"
"10.08.2019","La Equidad",0,,"Atl. Nacional",0,,"Liga Aguila"
"10.08.2019","U. Magdalena",2,,"Dep. Cali",0,,"Liga Aguila"
"09.08.2019","Once Caldas",0,,"Petrolera",0,,"Liga Aguila"
"06.08.2019","Atl. Nacional",4,,"Huila",1,,"Liga Aguila"
"05.08.2019","Dep. Pasto",1,,"Bucaramanga",1,,"Liga Aguila"
"04.08.2019","Deportes Tolima",4,,"Santa Fe",0,,"Liga Aguila"
"04.08.2019","Patriotas",2,,"Aguilas",0,,"Liga Aguila"
"04.08.2019","Junior",0,,"America De Cali",1,,"Liga Aguila"
"04.08.2019","Petrolera",1,,"Envigado",0,,"Liga Aguila"
"03.08.2019","Millonarios",2,,"Jaguares de Cordoba",1,,"Liga Aguila"
"03.08.2019","Cucuta",1,,"Once Caldas",1,,"Liga Aguila"
"03.08.2019","Dep. Cali",2,,"La Equidad",0,,"Liga Aguila"
"03.08.2019","U. Magdalena",1,,"Ind. Medellin",1,,"Liga Aguila"
"28.07.2019","Ind. Medellin",0,,"Junior",1,,"Liga Aguila"
"28.07.2019","Santa Fe",0,,"Petrolera",1,,"Liga Aguila"
"28.07.2019","Jaguares de Cordoba",1,,"Atl. Nacional",1,,"Liga Aguila"
"28.07.2019","Huila",2,,"Dep. Cali",2,,"Liga Aguila"
"27.07.2019","Once Caldas",3,,"Dep. Pasto",1,,"Liga Aguila"
"27.07.2019","La Equidad",2,,"U. Magdalena",0,,"Liga Aguila"
"27.07.2019","Bucaramanga",1,,"Millonarios",2,,"Liga Aguila"
"27.07.2019","Envigado",4,,"Cucuta",1,,"Liga Aguila"
"26.07.2019","Aguilas",0,,"Deportes Tolima",2,,"Liga Aguila"
"25.07.2019","America De Cali",1,,"Patriotas",1,,"Liga Aguila"
"22.07.2019","La Equidad",0,,"Ind. Medellin",1,,"Liga Aguila"
"21.07.2019","Atl. Nacional",0,,"Bucaramanga",0,,"Liga Aguila"
"21.07.2019","Patriotas",2,,"Junior",0,,"Liga Aguila"
"21.07.2019","Millonarios",1,,"Once Caldas",0,,"Liga Aguila"
"21.07.2019","Petrolera",2,,"Aguilas",2,,"Liga Aguila"
"20.07.2019","Deportes Tolima",0,,"America De Cali",1,,"Liga Aguila"
"20.07.2019","Cucuta",1,,"Santa Fe",0,,"Liga Aguila"
"20.07.2019","Dep. Cali",4,,"Jaguares de Cordoba",0,,"Liga Aguila"
"20.07.2019","U. Magdalena",0,,"Huila",0,,"Liga Aguila"
"19.07.2019","Envigado",1,,"Dep. Pasto",1,,"Liga Aguila"
"16.07.2019","Bucaramanga",0,,"Dep. Cali",1,,"Liga Aguila"
"15.07.2019","Aguilas",1,,"Cucuta",3,,"Liga Aguila"
"14.07.2019","Ind. Medellin",3,,"Patriotas",0,,"Liga Aguila"
"14.07.2019","America De Cali",2,,"Petrolera",1,,"Liga Aguila"
"14.07.2019","Millonarios",1,,"Envigado",2,,"Liga Aguila"
"14.07.2019","Dep. Pasto",0,,"Santa Fe",0,,"Liga Aguila"
"13.07.2019","Once Caldas",1,,"Atl. Nacional",2,,"Liga Aguila"
"13.07.2019","Jaguares de Cordoba",1,,"U. Magdalena",0,,"Liga Aguila"
"13.07.2019","Junior",1,,"Deportes Tolima",0,,"Liga Aguila"
"13.07.2019","Huila",3,,"La Equidad",2,,"Liga Aguila"
"12.06.2019","Dep. Pasto",1,1,"Junior",1,0,"Liga Aguila"
"08.06.2019","Junior",1,,"Dep. Pasto",0,,"Liga Aguila"
"05.06.2019","Atl. Nacional",2,,"Junior",3,,"Liga Aguila"
"05.06.2019","Dep. Cali",1,,"Deportes Tolima",2,,"Liga Aguila"
"05.06.2019","Dep. Pasto",3,,"U. Magdalena",0,,"Liga Aguila"
"05.06.2019","Millonarios",1,,"America De Cali",2,,"Liga Aguila"
"02.06.2019","Junior",2,,"Dep. Cali",0,,"Liga Aguila"
"02.06.2019","Deportes Tolima",2,,"Atl. Nacional",1,,"Liga Aguila"
"01.06.2019","America De Cali",0,,"Dep. Pasto",3,,"Liga Aguila"
"01.06.2019","U. Magdalena",1,,"Millonarios",1,,"Liga Aguila"
"26.05.2019","Dep. Cali",0,,"Atl. Nacional",1,,"Liga Aguila"
"26.05.2019","Deportes Tolima",1,,"Junior",1,,"Liga Aguila"
"25.05.2019","Millonarios",1,,"Dep. Pasto",0,,"Liga Aguila"
"22.05.2019","America De Cali",4,,"U. Magdalena",0,,"Liga Aguila"
"19.05.2019","Junior",1,,"Deportes Tolima",1,,"Liga Aguila"
"19.05.2019","Atl. Nacional",1,,"Dep. Cali",3,,"Liga Aguila"
"18.05.2019","U. Magdalena",0,,"America De Cali",2,,"Liga Aguila"
"18.05.2019","Dep. Pasto",1,,"Millonarios",1,,"Liga Aguila"
"16.05.2019","Atl. Nacional",1,,"Deportes Tolima",2,,"Liga Aguila"
"16.05.2019","Dep. Cali",1,,"Junior",2,,"Liga Aguila"
"15.05.2019","Millonarios",1,,"U. Magdalena",0,,"Liga Aguila"
"15.05.2019","Dep. Pasto",1,,"America De Cali",0,,"Liga Aguila"
"13.05.2019","Deportes Tolima",1,,"Dep. Cali",1,,"Liga Aguila"
"12.05.2019","Junior",0,,"Atl. Nacional",0,,"Liga Aguila"
"12.05.2019","America De Cali",1,,"Millonarios",2,,"Liga Aguila"
"11.05.2019","U. Magdalena",1,,"Dep. Pasto",3,,"Liga Aguila"
"05.05.2019","La Equidad",3,,"Bucaramanga",1,,"Liga Aguila"
"05.05.2019","Millonarios",1,,"Aguilas",1,,"Liga Aguila"
"05.05.2019","Atl. Nacional",2,,"Santa Fe",1,,"Liga Aguila"
"05.05.2019","Cucuta",2,,"Junior",1,,"Liga Aguila"
"05.05.2019","Dep. Cali",1,,"Envigado",0,,"Liga Aguila"
"05.05.2019","Dep. Pasto",1,,"America De Cali",1,,"Liga Aguila"
"05.05.2019","Deportes Tolima",0,,"Ind. Medellin",1,,"Liga Aguila"
"05.05.2019","Petrolera",3,,"Patriotas",0,,"Liga Aguila"
"05.05.2019","U. Magdalena",1,,"Once Caldas",0,,"Liga Aguila"
"04.05.2019","Huila",0,,"Jaguares de Cordoba",2,,"Liga Aguila"
"02.05.2019","America De Cali",2,,"Cucuta",0,,"Liga Aguila"
"02.05.2019","Junior",1,,"Petrolera",1,,"Liga Aguila"
"02.05.2019","Bucaramanga",0,,"U. Magdalena",1,,"Liga Aguila"
"01.05.2019","Ind. Medellin",2,,"Huila",1,,"Liga Aguila"
"01.05.2019","Jaguares de Cordoba",1,,"La Equidad",1,,"Liga Aguila"
"01.05.2019","Santa Fe",0,,"Millonarios",0,,"Liga Aguila"
"01.05.2019","Aguilas",2,,"Dep. Pasto",1,,"Liga Aguila"
"01.05.2019","Patriotas",1,,"Deportes Tolima",0,,"Liga Aguila"
"30.04.2019","Envigado",4,,"Atl. Nacional",0,,"Liga Aguila"
"28.04.2019","Cucuta",0,,"Deportes Tolima",2,,"Liga Aguila"
"28.04.2019","Huila",1,,"Once Caldas",0,,"Liga Aguila"
"28.04.2019","Millonarios",2,,"Junior",0,,"Liga Aguila"
"28.04.2019","Jaguares de Cordoba",1,,"Bucaramanga",1,,"Liga Aguila"
"28.04.2019","Dep. Pasto",1,,"Patriotas",1,,"Liga Aguila"
"27.04.2019","Petrolera",1,,"Ind. Medellin",1,,"Liga Aguila"
"27.04.2019","Atl. Nacional",2,,"America De Cali",0,,"Liga Aguila"
"27.04.2019","Dep. Cali",2,,"Aguilas",1,,"Liga Aguila"
"27.04.2019","U. Magdalena",3,,"Santa Fe",1,,"Liga Aguila"
"27.04.2019","La Equidad",0,,"Envigado",1,,"Liga Aguila"
"24.04.2019","Atl. Nacional",1,,"Ind. Medellin",0,,"Liga Aguila"
"24.04.2019","Once Caldas",4,,"Dep. Cali",0,,"Liga Aguila"
"24.04.2019","La Equidad",2,,"Aguilas",2,,"Liga Aguila"
"22.04.2019","Bucaramanga",2,,"Huila",4,,"Liga Aguila"
"21.04.2019","Aguilas",2,,"Atl. Nacional",1,,"Liga Aguila"
"21.04.2019","Junior",0,,"Dep. Pasto",0,,"Liga Aguila"
"21.04.2019","America De Cali",1,,"Millonarios",1,,"Liga Aguila"
"21.04.2019","Envigado",1,,"U. Magdalena",1,,"Liga Aguila"
"21.04.2019","Patriotas",1,,"Cucuta",0,,"Liga Aguila"
"20.04.2019","Santa Fe",1,,"Dep. Cali",2,,"Liga Aguila"
"20.04.2019","Ind. Medellin",3,,"Jaguares de Cordoba",0,,"Liga Aguila"
"20.04.2019","Deportes Tolima",2,,"Petrolera",2,,"Liga Aguila"
"20.04.2019","Once Caldas",1,,"La Equidad",0,,"Liga Aguila"
"18.04.2019","Atl. Nacional",4,,"Patriotas",0,,"Liga Aguila"
"18.04.2019","U. Magdalena",0,,"America De Cali",3,,"Liga Aguila"
"17.04.2019","Dep. Cali",0,,"Junior",0,,"Liga Aguila"
"17.04.2019","Millonarios",1,,"Deportes Tolima",2,,"Liga Aguila"
"17.04.2019","Huila",0,,"Santa Fe",3,,"Liga Aguila"
"17.04.2019","Jaguares de Cordoba",2,,"Envigado",2,,"Liga Aguila"
"17.04.2019","Dep. Pasto",1,,"Petrolera",0,,"Liga Aguila"
"16.04.2019","Bucaramanga",1,,"Once Caldas",1,,"Liga Aguila"
"14.04.2019","America De Cali",0,,"Dep. Cali",1,,"Liga Aguila"
"14.04.2019","Deportes Tolima",0,,"Dep. Pasto",0,,"Liga Aguila"
"14.04.2019","Envigado",1,,"Huila",1,,"Liga Aguila"
"14.04.2019","Junior",0,,"Atl. Nacional",0,,"Liga Aguila"
"14.04.2019","Patriotas",1,,"Millonarios",3,,"Liga Aguila"
"14.04.2019","Petrolera",0,,"Cucuta",1,,"Liga Aguila"
"13.04.2019","Ind. Medellin",4,,"Bucaramanga",0,,"Liga Aguila"
"13.04.2019","Santa Fe",1,,"La Equidad",1,,"Liga Aguila"
"13.04.2019","Once Caldas",0,,"Jaguares de Cordoba",1,,"Liga Aguila"
"13.04.2019","Aguilas",0,,"U. Magdalena",1,,"Liga Aguila"
"08.04.2019","Once Caldas",1,,"Envigado",0,,"Liga Aguila"
"07.04.2019","Millonarios",1,,"Cucuta",0,,"Liga Aguila"
"07.04.2019","Bucaramanga",2,,"Santa Fe",1,,"Liga Aguila"
"07.04.2019","Atl. Nacional",1,,"Petrolera",0,,"Liga Aguila"
"07.04.2019","Jaguares de Cordoba",2,,"Aguilas",0,,"Liga Aguila"
"07.04.2019","Dep. Pasto",1,,"Ind. Medellin",0,,"Liga Aguila"
"06.04.2019","La Equidad",2,,"Junior",2,,"Liga Aguila"
"06.04.2019","Huila",2,,"America De Cali",1,,"Liga Aguila"
"06.04.2019","U. Magdalena",4,,"Patriotas",0,,"Liga Aguila"
"04.04.2019","Ind. Medellin",1,,"Once Caldas",1,,"Liga Aguila"
"04.04.2019","Santa Fe",0,,"Jaguares de Cordoba",0,,"Liga Aguila"
"03.04.2019","Petrolera",0,,"Millonarios",2,,"Liga Aguila"
"03.04.2019","Cucuta",1,,"Dep. Pasto",3,,"Liga Aguila"
"03.04.2019","Envigado",1,,"Bucaramanga",2,,"Liga Aguila"
"02.04.2019","America De Cali",1,,"La Equidad",3,,"Liga Aguila"
"02.04.2019","Aguilas",0,,"Huila",0,,"Liga Aguila"
"31.03.2019","Envigado",0,,"Santa Fe",0,,"Liga Aguila"
"31.03.2019","Millonarios",3,,"Ind. Medellin",2,,"Liga Aguila"
"31.03.2019","Dep. Cali",2,,"Cucuta",0,,"Liga Aguila"
"31.03.2019","U. Magdalena",1,,"Petrolera",1,,"Liga Aguila"
"30.03.2019","Atl. Nacional",0,,"Dep. Pasto",1,,"Liga Aguila"
"30.03.2019","Once Caldas",2,,"Aguilas",0,,"Liga Aguila"
"30.03.2019","Bucaramanga",0,,"America De Cali",0,,"Liga Aguila"
"30.03.2019","Jaguares de Cordoba",1,,"Junior",1,,"Liga Aguila"
"30.03.2019","La Equidad",0,,"Deportes Tolima",0,,"Liga Aguila"
"29.03.2019","Huila",1,,"Patriotas",1,,"Liga Aguila"
"28.03.2019","Millonarios",1,,"Santa Fe",1,,"Liga Aguila"
"28.03.2019","Cucuta",2,,"Ind. Medellin",2,,"Liga Aguila"
"27.03.2019","Deportes Tolima",2,,"Atl. Nacional",1,,"Liga Aguila"
"27.03.2019","Junior",1,,"U. Magdalena",1,,"Liga Aguila"
"25.03.2019","Aguilas",1,,"Bucaramanga",1,,"Liga Aguila"
"25.03.2019","Patriotas",3,,"La Equidad",1,,"Liga Aguila"
"24.03.2019","Santa Fe",0,,"Once Caldas",2,,"Liga Aguila"
"24.03.2019","America De Cali",1,,"Jaguares de Cordoba",0,,"Liga Aguila"
"24.03.2019","Junior",3,,"Huila",0,,"Liga Aguila"
"24.03.2019","Ind. Medellin",4,,"Envigado",1,,"Liga Aguila"
"23.03.2019","Deportes Tolima",1,,"U. Magdalena",0,,"Liga Aguila"
"23.03.2019","Petrolera",1,,"Dep. Cali",0,,"Liga Aguila"
"23.03.2019","Cucuta",1,,"Atl. Nacional",3,,"Liga Aguila"
"23.03.2019","Dep. Pasto",1,,"Millonarios",0,,"Liga Aguila"
"20.03.2019","Atl. Nacional",2,,"Dep. Cali",2,,"Liga Aguila"
"17.03.2019","Bucaramanga",1,,"Cucuta",0,,"Liga Aguila"
"17.03.2019","Jaguares de Cordoba",0,,"Petrolera",0,,"Liga Aguila"
"17.03.2019","Huila",1,,"Deportes Tolima",5,,"Liga Aguila"
"17.03.2019","U. Magdalena",1,,"Junior",1,,"Liga Aguila"
"17.03.2019","Once Caldas",0,,"Dep. Pasto",1,,"Liga Aguila"
"16.03.2019","Envigado",1,,"Aguilas",1,,"Liga Aguila"
"16.03.2019","La Equidad",2,,"Patriotas",2,,"Liga Aguila"
"16.03.2019","Dep. Cali",0,,"America De Cali",1,,"Liga Aguila"
"16.03.2019","Ind. Medellin",2,,"Atl. Nacional",2,,"Liga Aguila"
"10.03.2019","America De Cali",3,,"Once Caldas",1,,"Liga Aguila"
"10.03.2019","Cucuta",3,,"U. Magdalena",1,,"Liga Aguila"
"10.03.2019","Aguilas",1,,"Envigado",3,,"Liga Aguila"
"10.03.2019","Ind. Medellin",1,,"Santa Fe",0,,"Liga Aguila"
"10.03.2019","Patriotas",2,,"Jaguares de Cordoba",1,,"Liga Aguila"
"10.03.2019","Dep. Pasto",1,,"Dep. Cali",0,,"Liga Aguila"
"09.03.2019","Junior",0,,"Bucaramanga",0,,"Liga Aguila"
"09.03.2019","Petrolera",2,,"La Equidad",0,,"Liga Aguila"
"09.03.2019","Millonarios",1,,"Atl. Nacional",1,,"Liga Aguila"
"08.03.2019","Deportes Tolima",0,,"Huila",0,,"Liga Aguila"
"07.03.2019","Patriotas",0,,"Dep. Cali",3,,"Liga Aguila"
"04.03.2019","Huila",1,,"Petrolera",2,,"Liga Aguila"
"03.03.2019","Envigado",4,,"America De Cali",1,,"Liga Aguila"
"03.03.2019","Dep. Cali",1,,"Millonarios",1,,"Liga Aguila"
"03.03.2019","U. Magdalena",1,,"Dep. Pasto",0,,"Liga Aguila"
"03.03.2019","Santa Fe",2,,"Aguilas",2,,"Liga Aguila"
"02.03.2019","La Equidad",2,,"Cucuta",1,,"Liga Aguila"
"02.03.2019","Jaguares de Cordoba",0,,"Deportes Tolima",4,,"Liga Aguila"
"02.03.2019","Once Caldas",0,,"Junior",1,,"Liga Aguila"
"02.03.2019","Bucaramanga",0,,"Patriotas",1,,"Liga Aguila"
"28.02.2019","Millonarios",4,,"U. Magdalena",0,,"Liga Aguila"
"28.02.2019","America De Cali",0,,"Santa Fe",0,,"Liga Aguila"
"28.02.2019","Aguilas",0,,"Ind. Medellin",1,,"Liga Aguila"
"27.02.2019","Junior",0,,"Envigado",0,,"Liga Aguila"
"27.02.2019","Deportes Tolima",0,,"Bucaramanga",0,,"Liga Aguila"
"27.02.2019","Patriotas",1,,"Once Caldas",0,,"Liga Aguila"
"27.02.2019","Dep. Pasto",0,,"La Equidad",0,,"Liga Aguila"
"26.02.2019","Cucuta",2,,"Huila",0,,"Liga Aguila"
"26.02.2019","Petrolera",1,,"Jaguares de Cordoba",1,,"Liga Aguila"
"24.02.2019","Santa Fe",3,,"Junior",3,,"Liga Aguila"
"24.02.2019","Once Caldas",2,,"Deportes Tolima",1,,"Liga Aguila"
"24.02.2019","Ind. Medellin",1,,"Dep. Cali",1,,"Liga Aguila"
"24.02.2019","U. Magdalena",1,,"Atl. Nacional",0,,"Liga Aguila"
"23.02.2019","Aguilas",1,,"America De Cali",2,,"Liga Aguila"
"23.02.2019","Bucaramanga",3,,"Petrolera",0,,"Liga Aguila"
"23.02.2019","La Equidad",0,,"Millonarios",1,,"Liga Aguila"
"23.02.2019","Jaguares de Cordoba",1,,"Cucuta",1,,"Liga Aguila"
"23.02.2019","Envigado",0,,"Patriotas",0,,"Liga Aguila"
"22.02.2019","Huila",2,,"Dep. Pasto",0,,"Liga Aguila"
"20.02.2019","Deportes Tolima",1,,"Junior",2,,"Liga Aguila"
"19.02.2019","Dep. Cali",2,,"U. Magdalena",1,,"Liga Aguila"
"17.02.2019","Atl. Nacional",1,,"La Equidad",1,,"Liga Aguila"
"17.02.2019","Patriotas",1,,"Santa Fe",1,,"Liga Aguila"
"17.02.2019","Cucuta",3,,"Bucaramanga",2,,"Liga Aguila"
"17.02.2019","Deportes Tolima",2,,"Envigado",0,,"Liga Aguila"
"17.02.2019","Dep. Pasto",4,,"Jaguares de Cordoba",1,,"Liga Aguila"
"16.02.2019","Junior",1,,"Aguilas",1,,"Liga Aguila"
"16.02.2019","Petrolera",1,,"Once Caldas",1,,"Liga Aguila"
"16.02.2019","America De Cali",3,,"Ind. Medellin",0,,"Liga Aguila"
"16.02.2019","Millonarios",3,,"Huila",2,,"Liga Aguila"
"14.02.2019","Dep. Cali",2,,"Deportes Tolima",1,,"Liga Aguila"
"11.02.2019","Once Caldas",1,,"Cucuta",2,,"Liga Aguila"
"10.02.2019","America De Cali",0,,"Junior",1,,"Liga Aguila"
"10.02.2019","Aguilas",2,,"Patriotas",1,,"Liga Aguila"
"10.02.2019","Huila",1,,"Atl. Nacional",1,,"Liga Aguila"
"10.02.2019","La Equidad",0,,"Dep. Cali",0,,"Liga Aguila"
"09.02.2019","Ind. Medellin",1,,"U. Magdalena",1,,"Liga Aguila"
"09.02.2019","Envigado",1,,"Petrolera",0,,"Liga Aguila"
"09.02.2019","Santa Fe",0,,"Deportes Tolima",1,,"Liga Aguila"
"09.02.2019","Jaguares de Cordoba",1,,"Millonarios",2,,"Liga Aguila"
"08.02.2019","Bucaramanga",1,,"Dep. Pasto",0,,"Liga Aguila"
"05.02.2019","Petrolera",0,,"Santa Fe",0,,"Liga Aguila"
"04.02.2019","Deportes Tolima",2,,"Aguilas",0,,"Liga Aguila"
"03.02.2019","Millonarios",2,,"Bucaramanga",0,,"Liga Aguila"
"03.02.2019","Patriotas",1,,"America De Cali",1,,"Liga Aguila"
"03.02.2019","Cucuta",1,,"Envigado",1,,"Liga Aguila"
"03.02.2019","Dep. Pasto",1,,"Once Caldas",2,,"Liga Aguila"
"02.02.2019","Atl. Nacional",1,,"Jaguares de Cordoba",0,,"Liga Aguila"
"02.02.2019","Junior",3,,"Ind. Medellin",2,,"Liga Aguila"
"02.02.2019","Dep. Cali",1,,"Huila",1,,"Liga Aguila"
"02.02.2019","U. Magdalena",1,,"La Equidad",0,,"Liga Aguila"
"31.01.2019","America De Cali",3,,"Deportes Tolima",1,,"Liga Aguila"
"31.01.2019","Once Caldas",1,,"Millonarios",0,,"Liga Aguila"
"30.01.2019","Bucaramanga",0,,"Atl. Nacional",1,,"Liga Aguila"
"30.01.2019","Junior",3,,"Patriotas",1,,"Liga Aguila"
"30.01.2019","Aguilas",0,,"Petrolera",1,,"Liga Aguila"
"30.01.2019","Jaguares de Cordoba",1,,"Dep. Cali",0,,"Liga Aguila"
"30.01.2019","Santa Fe",1,,"Cucuta",2,,"Liga Aguila"
"30.01.2019","Dep. Pasto",1,,"Envigado",1,,"Liga Aguila"
"29.01.2019","Ind. Medellin",1,,"La Equidad",1,,"Liga Aguila"
"29.01.2019","Huila",1,,"U. Magdalena",1,,"Liga Aguila"
"27.01.2019","Envigado",0,,"Millonarios",1,,"Liga Aguila"
"27.01.2019","Petrolera",1,,"America De Cali",2,,"Liga Aguila"
"27.01.2019","Santa Fe",1,,"Dep. Pasto",1,,"Liga Aguila"
"26.01.2019","Dep. Cali",2,,"Bucaramanga",0,,"Liga Aguila"
"26.01.2019","Atl. Nacional",0,,"Once Caldas",0,,"Liga Aguila"
"26.01.2019","Cucuta",3,,"Aguilas",0,,"Liga Aguila"
"26.01.2019","U. Magdalena",3,,"Jaguares de Cordoba",4,,"Liga Aguila"
"26.01.2019","La Equidad",2,,"Huila",0,,"Liga Aguila"
"25.01.2019","Patriotas",2,,"Ind. Medellin",1,,"Liga Aguila"
"16.12.2018","Ind. Medellin",3,,"Junior",1,,"Liga Aguila"
"08.12.2018","Junior",4,,"Ind. Medellin",1,,"Liga Aguila"
"25.11.2018","Deportes Tolima",0,,"Ind. Medellin",2,,"Liga Aguila"
"25.11.2018","Junior",1,,"Aguilas",1,,"Liga Aguila"
"22.11.2018","Aguilas",2,,"Junior",3,,"Liga Aguila"
"21.11.2018","Ind. Medellin",2,,"Deportes Tolima",2,,"Liga Aguila"
"18.11.2018","La Equidad",0,,"Junior",0,,"Liga Aguila"
"18.11.2018","Once Caldas",1,,"Aguilas",1,,"Liga Aguila"
"17.11.2018","Deportes Tolima",1,0,"Santa Fe",1,1,"Liga Aguila"
"17.11.2018","Bucaramanga",2,,"Ind. Medellin",0,,"Liga Aguila"
"15.11.2018","Junior",1,,"La Equidad",0,,"Liga Aguila"
"15.11.2018","Aguilas",1,,"Once Caldas",0,,"Liga Aguila"
"14.11.2018","Ind. Medellin",3,,"Bucaramanga",0,,"Liga Aguila"
"14.11.2018","Santa Fe",1,,"Deportes Tolima",2,,"Liga Aguila"
"11.11.2018","Junior",1,,"Jaguares de Cordoba",2,,"Liga Aguila"
"11.11.2018","Aguilas",1,,"Bucaramanga",0,,"Liga Aguila"
"11.11.2018","Dep. Cali",1,,"Dep. Pasto",0,,"Liga Aguila"
"11.11.2018","Leones",2,,"Atl. Nacional",2,,"Liga Aguila"
"11.11.2018","Millonarios",0,,"Santa Fe",3,,"Liga Aguila"
"10.11.2018","Ind. Medellin",2,,"Envigado",2,,"Liga Aguila"
"10.11.2018","La Equidad",1,,"America De Cali",2,,"Liga Aguila"
"10.11.2018","Once Caldas",1,,"Petrolera",0,,"Liga Aguila"
"10.11.2018","Deportes Tolima",2,,"Patriotas",1,,"Liga Aguila"
"09.11.2018","Chico",2,,"Huila",2,,"Liga Aguila"
"07.11.2018","Deportes Tolima",3,,"Once Caldas",0,,"Liga Aguila"
"05.11.2018","Petrolera",0,,"Junior",3,,"Liga Aguila"
"05.11.2018","Atl. Nacional",0,,"La Equidad",0,,"Liga Aguila"
"04.11.2018","Dep. Pasto",1,,"Ind. Medellin",1,,"Liga Aguila"
"04.11.2018","America De Cali",1,,"Once Caldas",1,,"Liga Aguila"
"04.11.2018","Jaguares de Cordoba",2,,"Aguilas",2,,"Liga Aguila"
"04.11.2018","Patriotas",2,,"Leones",1,,"Liga Aguila"
"03.11.2018","Huila",1,,"Millonarios",0,,"Liga Aguila"
"03.11.2018","Bucaramanga",1,,"Dep. Cali",0,,"Liga Aguila"
"03.11.2018","Envigado",1,,"Chico",0,,"Liga Aguila"
"03.11.2018","Santa Fe",3,,"Deportes Tolima",0,,"Liga Aguila"
"28.10.2018","Ind. Medellin",2,,"Bucaramanga",0,,"Liga Aguila"
"28.10.2018","Huila",2,,"Envigado",1,,"Liga Aguila"
"28.10.2018","Junior",0,,"America De Cali",0,,"Liga Aguila"
"28.10.2018","La Equidad",4,,"Patriotas",0,,"Liga Aguila"
"27.10.2018","Once Caldas",2,,"Atl. Nacional",0,,"Liga Aguila"
"27.10.2018","Aguilas",1,,"Petrolera",0,,"Liga Aguila"
"27.10.2018","Millonarios",1,,"Deportes Tolima",1,,"Liga Aguila"
"27.10.2018","Dep. Cali",4,,"Jaguares de Cordoba",0,,"Liga Aguila"
"27.10.2018","Leones",0,,"Santa Fe",2,,"Liga Aguila"
"26.10.2018","Chico",1,,"Dep. Pasto",1,,"Liga Aguila"
"22.10.2018","Dep. Pasto",0,,"Huila",0,,"Liga Aguila"
"21.10.2018","Envigado",1,,"Millonarios",2,,"Liga Aguila"
"21.10.2018","Petrolera",2,,"Dep. Cali",0,,"Liga Aguila"
"21.10.2018","Atl. Nacional",1,,"Junior",0,,"Liga Aguila"
"21.10.2018","America De Cali",2,,"Aguilas",1,,"Liga Aguila"
"21.10.2018","Deportes Tolima",3,,"Leones",2,,"Liga Aguila"
"20.10.2018","Patriotas",1,,"Once Caldas",0,,"Liga Aguila"
"20.10.2018","Santa Fe",0,,"La Equidad",1,,"Liga Aguila"
"20.10.2018","Bucaramanga",3,,"Chico",0,,"Liga Aguila"
