"date","club_1","goals_1","par_1","club_2","goals_2","par_2","tournament"
"12.03.2019","Gremio [Bra]",0,,"Libertad Asuncion [Par]",1,,"Copa Libertadores"
"12.03.2019","Nacional [Uru]",1,,"Atletico-MG [Bra]",0,,"Copa Libertadores"
"12.03.2019","Sporting Cristal [Per]",1,,"Godoy Cruz [Arg]",1,,"Copa Libertadores"
"12.03.2019","Boca Juniors [Arg]",3,,"Deportes Tolima [Col]",0,,"Copa Libertadores"
"12.03.2019","Olimpia Asuncion [Par]",1,,"U. De Concepcion [Chi]",1,,"Copa Libertadores"
"12.03.2019","Palmeiras [Bra]",3,,"FBC Melgar [Per]",0,,"Copa Libertadores"
"08.03.2019","Lara [Ven]",0,,"Emelec [Ecu]",0,,"Copa Libertadores"
"07.03.2019","LDU Quito [Ecu]",2,,"Penarol [Uru]",0,,"Copa Libertadores"
"07.03.2019","Huracan [Arg]",0,,"Cruzeiro [Bra]",1,,"Copa Libertadores"
"06.03.2019","Alianza Lima [Per]",1,,"River Plate [Arg]",1,,"Copa Libertadores"
"06.03.2019","Junior [Col]",0,,"Palmeiras [Bra]",2,,"Copa Libertadores"
"06.03.2019","Rosario Central [Arg]",1,,"Gremio [Bra]",1,,"Copa Libertadores"
"06.03.2019","Zamora [Ven]",0,,"Nacional [Uru]",1,,"Copa Libertadores"
"06.03.2019","Atletico-MG [Bra]",0,,"Cerro Porteno [Par]",1,,"Copa Libertadores"
"06.03.2019","Palestino [Chi]",0,,"Internacional [Bra]",1,,"Copa Libertadores"
"06.03.2019","U. De Concepcion [Chi]",5,,"Sporting Cristal [Per]",4,,"Copa Libertadores"
"05.03.2019","Deportes Tolima [Col]",1,,"Athletico-PR [Bra]",0,,"Copa Libertadores"
"05.03.2019","Libertad Asuncion [Par]",4,,"U. Catolica [Chi]",1,,"Copa Libertadores"
"05.03.2019","Wilstermann [Bol]",0,,"Boca Juniors [Arg]",0,,"Copa Libertadores"
"05.03.2019","FBC Melgar [Per]",0,,"San Lorenzo [Arg]",0,,"Copa Libertadores"
"05.03.2019","Godoy Cruz [Arg]",0,,"Olimpia Asuncion [Par]",0,,"Copa Libertadores"
"05.03.2019","San Jose [Bol]",0,,"Flamengo RJ [Bra]",1,,"Copa Libertadores"
"28.02.2019","Atl. Nacional [Col]",1,1,"Libertad Asuncion [Par]",1,0,"Copa Libertadores"
"27.02.2019","Atletico-MG [Bra]",0,,"Defensor Sp. [Uru]",0,,"Copa Libertadores"
"27.02.2019","Palestino [Chi]",2,,"Talleres Cordoba [Arg]",1,,"Copa Libertadores"
"26.02.2019","Caracas [Ven]",2,,"FBC Melgar [Per]",1,,"Copa Libertadores"
"21.02.2019","Libertad Asuncion [Par]",1,,"Atl. Nacional [Col]",0,,"Copa Libertadores"
"20.02.2019","Defensor Sp. [Uru]",0,,"Atletico-MG [Bra]",2,,"Copa Libertadores"
"20.02.2019","Talleres Cordoba [Arg]",2,,"Palestino [Chi]",2,,"Copa Libertadores"
"19.02.2019","FBC Melgar [Per]",2,,"Caracas [Ven]",0,,"Copa Libertadores"
"14.02.2019","Atl. Nacional [Col]",0,,"La Guaira [Ven]",0,,"Copa Libertadores"
"13.02.2019","Caracas [Ven]",0,,"Delfin [Ecu]",0,,"Copa Libertadores"
"13.02.2019","Sao Paulo [Bra]",0,,"Talleres Cordoba [Arg]",0,,"Copa Libertadores"
"13.02.2019","Libertad Asuncion [Par]",5,,"The Strongest [Bol]",1,,"Copa Libertadores"
"13.02.2019","U. De Chile [Chi]",0,,"FBC Melgar [Per]",0,,"Copa Libertadores"
"12.02.2019","Barcelona SC [Ecu]",1,,"Defensor Sp. [Uru]",0,,"Copa Libertadores"
"12.02.2019","Ind. Medellin [Col]",1,1,"Palestino [Chi]",2,1,"Copa Libertadores"
"12.02.2019","Atletico-MG [Bra]",3,,"Danubio [Uru]",2,,"Copa Libertadores"
"07.02.2019","La Guaira [Ven]",0,,"Atl. Nacional [Col]",1,,"Copa Libertadores"
"06.02.2019","Palestino [Chi]",1,,"Ind. Medellin [Col]",1,,"Copa Libertadores"
"06.02.2019","Talleres Cordoba [Arg]",2,,"Sao Paulo [Bra]",0,,"Copa Libertadores"
"06.02.2019","Defensor Sp. [Uru]",3,,"Barcelona SC [Ecu]",0,,"Copa Libertadores"
"06.02.2019","Delfin [Ecu]",1,,"Caracas [Ven]",1,,"Copa Libertadores"
"05.02.2019","FBC Melgar [Per]",1,,"U. De Chile [Chi]",0,,"Copa Libertadores"
"05.02.2019","The Strongest [Bol]",1,,"Libertad Asuncion [Par]",1,,"Copa Libertadores"
"05.02.2019","Danubio [Uru]",2,,"Atletico-MG [Bra]",2,,"Copa Libertadores"
"30.01.2019","Defensor Sp. [Uru]",2,,"Bolivar [Bol]",3,,"Copa Libertadores"
"30.01.2019","Nacional Asuncion [Par]",1,,"Delfin [Ecu]",2,,"Copa Libertadores"
"29.01.2019","Garcilaso [Per]",2,,"La Guaira [Ven]",1,,"Copa Libertadores"
"23.01.2019","Bolivar [Bol]",2,,"Defensor Sp. [Uru]",4,,"Copa Libertadores"
"23.01.2019","La Guaira [Ven]",1,,"Garcilaso [Per]",0,,"Copa Libertadores"
"22.01.2019","Delfin [Ecu]",3,,"Nacional Asuncion [Par]",0,,"Copa Libertadores"
"09.12.2018","River Plate [Arg]",3,1,"Boca Juniors [Arg]",1,1,"Copa Libertadores"
"11.11.2018","Boca Juniors [Arg]",2,,"River Plate [Arg]",2,,"Copa Libertadores"
"31.10.2018","Palmeiras [Bra]",2,,"Boca Juniors [Arg]",2,,"Copa Libertadores"
"30.10.2018","Gremio [Bra]",1,,"River Plate [Arg]",2,,"Copa Libertadores"
"24.10.2018","Boca Juniors [Arg]",2,,"Palmeiras [Bra]",0,,"Copa Libertadores"
"23.10.2018","River Plate [Arg]",0,,"Gremio [Bra]",1,,"Copa Libertadores"
"04.10.2018","Cruzeiro [Bra]",1,,"Boca Juniors [Arg]",1,,"Copa Libertadores"
"03.10.2018","Palmeiras [Bra]",2,,"Colo Colo [Chi]",0,,"Copa Libertadores"
"02.10.2018","Gremio [Bra]",4,,"Atl. Tucuman [Arg]",0,,"Copa Libertadores"
"02.10.2018","River Plate [Arg]",3,,"Independiente [Arg]",1,,"Copa Libertadores"
"20.09.2018","Colo Colo [Chi]",0,,"Palmeiras [Bra]",2,,"Copa Libertadores"
"19.09.2018","Boca Juniors [Arg]",2,,"Cruzeiro [Bra]",0,,"Copa Libertadores"
"19.09.2018","Independiente [Arg]",0,,"River Plate [Arg]",0,,"Copa Libertadores"
"18.09.2018","Atl. Tucuman [Arg]",0,,"Gremio [Bra]",2,,"Copa Libertadores"
"30.08.2018","Palmeiras [Bra]",0,,"Cerro Porteno [Par]",1,,"Copa Libertadores"
"30.08.2018","Libertad Asuncion [Par]",2,,"Boca Juniors [Arg]",4,,"Copa Libertadores"
"29.08.2018","Corinthians [Bra]",2,,"Colo Colo [Chi]",1,,"Copa Libertadores"
"29.08.2018","Cruzeiro [Bra]",0,,"Flamengo RJ [Bra]",1,,"Copa Libertadores"
"29.08.2018","River Plate [Arg]",3,,"Racing Club [Arg]",0,,"Copa Libertadores"
"28.08.2018","Atl. Nacional [Col]",1,,"Atl. Tucuman [Arg]",0,,"Copa Libertadores"
"28.08.2018","Gremio [Bra]",3,2,"Estudiantes L.P. [Arg]",1,1,"Copa Libertadores"
"28.08.2018","Santos [Bra]",0,,"Independiente [Arg]",0,,"Copa Libertadores"
"21.08.2018","Independiente [Arg]",3,,"Santos [Bra]",0,,"Copa Libertadores"
"09.08.2018","Atl. Tucuman [Arg]",2,,"Atl. Nacional [Col]",0,,"Copa Libertadores"
"09.08.2018","Cerro Porteno [Par]",0,,"Palmeiras [Bra]",2,,"Copa Libertadores"
"09.08.2018","Racing Club [Arg]",0,,"River Plate [Arg]",0,,"Copa Libertadores"
"08.08.2018","Colo Colo [Chi]",1,,"Corinthians [Bra]",0,,"Copa Libertadores"
"08.08.2018","Flamengo RJ [Bra]",0,,"Cruzeiro [Bra]",2,,"Copa Libertadores"
"08.08.2018","Boca Juniors [Arg]",2,,"Libertad Asuncion [Par]",0,,"Copa Libertadores"
"07.08.2018","Estudiantes L.P. [Arg]",2,,"Gremio [Bra]",1,,"Copa Libertadores"
"24.05.2018","Atl. Nacional [Col]",0,,"Colo Colo [Chi]",0,,"Copa Libertadores"
"24.05.2018","Bolivar [Bol]",2,,"Delfin [Ecu]",1,,"Copa Libertadores"
"24.05.2018","Corinthians [Bra]",0,,"Millonarios [Col]",1,,"Copa Libertadores"
"24.05.2018","Independiente [Arg]",2,,"Lara [Ven]",0,,"Copa Libertadores"
"24.05.2018","Estudiantes L.P. [Arg]",3,,"Nacional [Uru]",1,,"Copa Libertadores"
"24.05.2018","Santos [Bra]",0,,"Garcilaso [Per]",0,,"Copa Libertadores"
"23.05.2018","Emelec [Ecu]",0,,"Santa Fe [Col]",3,,"Copa Libertadores"
"23.05.2018","River Plate [Arg]",0,,"Flamengo RJ [Bra]",0,,"Copa Libertadores"
"23.05.2018","Cerro Porteno [Par]",3,,"Monagas [Ven]",2,,"Copa Libertadores"
"23.05.2018","Gremio [Bra]",1,,"Defensor Sp. [Uru]",0,,"Copa Libertadores"
"22.05.2018","Cruzeiro [Bra]",2,,"Racing Club [Arg]",1,,"Copa Libertadores"
"22.05.2018","U. De Chile [Chi]",0,,"Vasco [Bra]",2,,"Copa Libertadores"
"17.05.2018","Lara [Ven]",2,,"Corinthians [Bra]",7,,"Copa Libertadores"
"17.05.2018","Millonarios [Col]",1,,"Independiente [Arg]",1,,"Copa Libertadores"
"17.05.2018","Libertad Asuncion [Par]",0,,"Atl. Tucuman [Arg]",0,,"Copa Libertadores"
"17.05.2018","Penarol [Uru]",2,,"The Strongest [Bol]",0,,"Copa Libertadores"
"16.05.2018","Boca Juniors [Arg]",5,,"Alianza Lima [Per]",0,,"Copa Libertadores"
"16.05.2018","Flamengo RJ [Bra]",2,,"Emelec [Ecu]",0,,"Copa Libertadores"
"16.05.2018","Palmeiras [Bra]",3,,"Junior [Col]",1,,"Copa Libertadores"
"15.05.2018","Colo Colo [Chi]",2,,"Bolivar [Bol]",0,,"Copa Libertadores"
"15.05.2018","Monagas [Ven]",1,,"Gremio [Bra]",2,,"Copa Libertadores"
"15.05.2018","Defensor Sp. [Uru]",0,,"Cerro Porteno [Par]",1,,"Copa Libertadores"
"15.05.2018","Delfin [Ecu]",1,,"Atl. Nacional [Col]",0,,"Copa Libertadores"
"03.05.2018","Alianza Lima [Per]",1,,"Palmeiras [Bra]",3,,"Copa Libertadores"
"03.05.2018","Santa Fe [Col]",0,,"River Plate [Arg]",1,,"Copa Libertadores"
"03.05.2018","The Strongest [Bol]",1,,"Libertad Asuncion [Par]",3,,"Copa Libertadores"
"03.05.2018","Racing Club [Arg]",1,,"U. De Chile [Chi]",0,,"Copa Libertadores"
"02.05.2018","Corinthians [Bra]",1,,"Independiente [Arg]",2,,"Copa Libertadores"
"02.05.2018","Delfin [Ecu]",1,,"Colo Colo [Chi]",2,,"Copa Libertadores"
"02.05.2018","Vasco [Bra]",0,,"Cruzeiro [Bra]",4,,"Copa Libertadores"
"02.05.2018","Atl. Tucuman [Arg]",1,,"Penarol [Uru]",0,,"Copa Libertadores"
"02.05.2018","Junior [Col]",1,,"Boca Juniors [Arg]",1,,"Copa Libertadores"
"01.05.2018","Nacional [Uru]",1,,"Santos [Bra]",0,,"Copa Libertadores"
"01.05.2018","Garcilaso [Per]",0,,"Estudiantes L.P. [Arg]",0,,"Copa Libertadores"
"01.05.2018","Gremio [Bra]",5,,"Cerro Porteno [Par]",0,,"Copa Libertadores"
"26.04.2018","Junior [Col]",1,,"Alianza Lima [Per]",0,,"Copa Libertadores"
"26.04.2018","Penarol [Uru]",2,,"Libertad Asuncion [Par]",0,,"Copa Libertadores"
"26.04.2018","Vasco [Bra]",1,,"Racing Club [Arg]",1,,"Copa Libertadores"
"26.04.2018","Cruzeiro [Bra]",7,,"U. De Chile [Chi]",0,,"Copa Libertadores"
"26.04.2018","River Plate [Arg]",2,,"Emelec [Ecu]",1,,"Copa Libertadores"
"25.04.2018","Boca Juniors [Arg]",0,,"Palmeiras [Bra]",2,,"Copa Libertadores"
"25.04.2018","Monagas [Ven]",1,,"Defensor Sp. [Uru]",0,,"Copa Libertadores"
"25.04.2018","Santa Fe [Col]",0,,"Flamengo RJ [Bra]",0,,"Copa Libertadores"
"25.04.2018","Atl. Tucuman [Arg]",3,,"The Strongest [Bol]",0,,"Copa Libertadores"
"25.04.2018","Nacional [Uru]",4,,"Garcilaso [Per]",0,,"Copa Libertadores"
"24.04.2018","Atl. Nacional [Col]",4,,"Bolivar [Bol]",1,,"Copa Libertadores"
"24.04.2018","Santos [Bra]",2,,"Estudiantes L.P. [Arg]",0,,"Copa Libertadores"
"24.04.2018","Lara [Ven]",2,,"Millonarios [Col]",1,,"Copa Libertadores"
"19.04.2018","Alianza Lima [Per]",0,,"Junior [Col]",2,,"Copa Libertadores"
"19.04.2018","Emelec [Ecu]",0,,"River Plate [Arg]",1,,"Copa Libertadores"
"19.04.2018","U. De Chile [Chi]",0,,"Cruzeiro [Bra]",0,,"Copa Libertadores"
"19.04.2018","Racing Club [Arg]",4,,"Vasco [Bra]",0,,"Copa Libertadores"
"18.04.2018","Flamengo RJ [Bra]",1,,"Santa Fe [Col]",1,,"Copa Libertadores"
"18.04.2018","Independiente [Arg]",0,,"Corinthians [Bra]",1,,"Copa Libertadores"
"18.04.2018","Libertad Asuncion [Par]",2,,"Penarol [Uru]",1,,"Copa Libertadores"
"18.04.2018","The Strongest [Bol]",1,,"Atl. Tucuman [Arg]",2,,"Copa Libertadores"
"17.04.2018","Cerro Porteno [Par]",0,,"Gremio [Bra]",0,,"Copa Libertadores"
"17.04.2018","Millonarios [Col]",4,,"Lara [Ven]",0,,"Copa Libertadores"
"17.04.2018","Defensor Sp. [Uru]",3,,"Monagas [Ven]",1,,"Copa Libertadores"
"11.04.2018","Palmeiras [Bra]",1,,"Boca Juniors [Arg]",1,,"Copa Libertadores"
"05.04.2018","Bolivar [Bol]",1,,"Atl. Nacional [Col]",0,,"Copa Libertadores"
"05.04.2018","Estudiantes L.P. [Arg]",0,,"Santos [Bra]",1,,"Copa Libertadores"
"05.04.2018","Colo Colo [Chi]",0,,"Delfin [Ecu]",2,,"Copa Libertadores"
"05.04.2018","River Plate [Arg]",0,,"Santa Fe [Col]",0,,"Copa Libertadores"
"04.04.2018","Boca Juniors [Arg]",1,,"Junior [Col]",0,,"Copa Libertadores"
"04.04.2018","Cruzeiro [Bra]",0,,"Vasco [Bra]",0,,"Copa Libertadores"
"04.04.2018","Gremio [Bra]",4,,"Monagas [Ven]",0,,"Copa Libertadores"
"04.04.2018","Penarol [Uru]",3,,"Atl. Tucuman [Arg]",1,,"Copa Libertadores"
"03.04.2018","Palmeiras [Bra]",2,,"Alianza Lima [Per]",0,,"Copa Libertadores"
"03.04.2018","U. De Chile [Chi]",1,,"Racing Club [Arg]",1,,"Copa Libertadores"
"03.04.2018","Garcilaso [Per]",0,,"Nacional [Uru]",0,,"Copa Libertadores"
"03.04.2018","Libertad Asuncion [Par]",3,,"The Strongest [Bol]",0,,"Copa Libertadores"
"15.03.2018","Independiente [Arg]",1,,"Millonarios [Col]",0,,"Copa Libertadores"
"15.03.2018","Santos [Bra]",3,,"Nacional [Uru]",1,,"Copa Libertadores"
"15.03.2018","The Strongest [Bol]",1,,"Penarol [Uru]",0,,"Copa Libertadores"
"14.03.2018","Atl. Nacional [Col]",4,,"Delfin [Ecu]",0,,"Copa Libertadores"
"14.03.2018","Corinthians [Bra]",2,,"Lara [Ven]",0,,"Copa Libertadores"
"14.03.2018","Emelec [Ecu]",1,,"Flamengo RJ [Bra]",2,,"Copa Libertadores"
"14.03.2018","Bolivar [Bol]",1,,"Colo Colo [Chi]",1,,"Copa Libertadores"
"14.03.2018","Estudiantes L.P. [Arg]",3,,"Garcilaso [Per]",0,,"Copa Libertadores"
"13.03.2018","Cerro Porteno [Par]",2,,"Defensor Sp. [Uru]",1,,"Copa Libertadores"
"13.03.2018","Vasco [Bra]",0,,"U. De Chile [Chi]",1,,"Copa Libertadores"
"13.03.2018","Atl. Tucuman [Arg]",0,,"Libertad Asuncion [Par]",2,,"Copa Libertadores"
"01.03.2018","Alianza Lima [Per]",0,,"Boca Juniors [Arg]",0,,"Copa Libertadores"
"01.03.2018","Junior [Col]",0,,"Palmeiras [Bra]",3,,"Copa Libertadores"
"01.03.2018","Garcilaso [Per]",2,,"Santos [Bra]",0,,"Copa Libertadores"
"01.03.2018","Lara [Ven]",1,,"Independiente [Arg]",0,,"Copa Libertadores"
"01.03.2018","Santa Fe [Col]",1,,"Emelec [Ecu]",1,,"Copa Libertadores"
"28.02.2018","Delfin [Ecu]",1,,"Bolivar [Bol]",1,,"Copa Libertadores"
"28.02.2018","Flamengo RJ [Bra]",2,,"River Plate [Arg]",2,,"Copa Libertadores"
"28.02.2018","Millonarios [Col]",0,,"Corinthians [Bra]",0,,"Copa Libertadores"
"28.02.2018","Nacional [Uru]",0,,"Estudiantes L.P. [Arg]",0,,"Copa Libertadores"
"27.02.2018","Colo Colo [Chi]",0,,"Atl. Nacional [Col]",1,,"Copa Libertadores"
"27.02.2018","Racing Club [Arg]",4,,"Cruzeiro [Bra]",2,,"Copa Libertadores"
"27.02.2018","Defensor Sp. [Uru]",1,,"Gremio [Bra]",1,,"Copa Libertadores"
"27.02.2018","Monagas [Ven]",0,,"Cerro Porteno [Par]",2,,"Copa Libertadores"
"22.02.2018","Guarani [Par]",0,,"Junior [Col]",0,,"Copa Libertadores"
"21.02.2018","Nacional [Uru]",1,,"Banfield [Arg]",0,,"Copa Libertadores"
"21.02.2018","Wilstermann [Bol]",4,4,"Vasco [Bra]",1,0,"Copa Libertadores"
"20.02.2018","Santa Fe [Col]",3,,"S. Wanderers [Chi]",0,,"Copa Libertadores"
